rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/pali_road_2016,Pali Road,"When a young doctor wakes up after a car accident, she learns she has a young son and is married to her boyfriend's rival. As she searches for the truth of her past life, she questions her entire existence as she discovers the meaning of true love.",,NR,"Mystery & Suspense, Romance",Jonathan Lim,"Doc Pedrolie, Victoria Arch","Michelle Chen, Jackson Rathbone, Henry Ian Cusick, Sung Kang, Lauren Sweetser, Maddox Lim, Elizabeth Sung, Tzi Ma",28/04/2016,03/01/2017,92,Crimson Forest Films,Rotten,55,11,Upright,99,1036,7,6,5
m/1006223-how_the_grinch_stole_christmas,How the Grinch Stole Christmas,,How the Grinch Stole Christmas brings an impressive array of talent to bear on an adaptation that honors a classic holiday story -- and has rightfully become a yuletide tradition of its own.,NR,"Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television","Chuck Jones, Ben Washam",Dr. Seuss,"Boris Karloff, June Foray, Thurl Ravenscroft, Eugene Poddany",01/06/1967,24/09/2018,,Warner Home Video,Fresh,100,25,Upright,98,93,5,25,0
m/emanuel,Emanuel,"On June 17, 2015, a white supremacist walks into a bible study at the Emanuel African Methodist Episcopal Church and guns down nine African Americans.",,NR,"Documentary, Special Interest",Brian Ivie,Brian Ivie,,17/06/2019,15/10/2019,80,Arbella Studios,Fresh,100,19,,98,315,6,19,0
m/godfather,The Godfather,"Widely regarded as one of the greatest films of all time, this mob drama, based on Mario Puzo's novel of the same name, focuses on the powerful Italian-American crime family of Don Vito Corleone (Marlon Brando). When the don's youngest son, Michael (Al Pacino), reluctantly joins the Mafia, he becomes involved in the inevitable cycle of violence and betrayal. Although Michael tries to maintain a normal relationship with his wife, Kay (Diane Keaton), he is drawn deeper into the family business.","One of Hollywood's greatest critical and commercial successes, The Godfather gets everything right; not only did the movie transcend expectations, it established new benchmarks for American cinema.",R,Drama,Francis Ford Coppola,"Francis Ford Coppola, Mario Puzo","Marlon Brando, Al Pacino, James Caan, Robert Duvall, Sterling Hayden, John Marley, Richard Conte, Diane Keaton, Al Lettieri, Abe Vigoda, Talia Shire, Gianni Russo, John Cazale, Rudy Bond, Richard S. Castellano, Al Martino, Morgana King, Lenny Montana, Salvatore Corsitto, Richard Bright, Alex Rocco, Tony Giorgio, Vito Scotti, Tere Livrano, Victor Rendina, Jeannie Linero, Julie Gregg, Ardell Sheridan, Simonetta Stefanelli, Angelo Infanti, Corrado Gaipa, Franco Citti, Saro Urzì, John Martino, Carmine Coppola, Sofia Coppola, Joe Spinell, Carlo Savina",24/03/1972,01/08/2013,177,Paramount Pictures,Certified-Fresh,98,99,Upright,98,733939,24,97,2
m/i_still_believe,I Still Believe,The true story of Christian music star Jeremy Camp and his journey of love and loss.,I Still Believe's palpable good intentions are offset by its predictable handling of a fact-based story that ends up preaching to the choir.,PG,Drama,"Andrew Erwin, Jon Erwin","Jon Erwin, Jon Gunn","KJ Apa, Britt Robertson, Melissa Roxburgh, Nathan Dean, Shania Twain, Gary Sinise, Abigail F. Cowen",13/03/2020,26/03/2020,115,Lionsgate,Rotten,51,45,,98,1871,10,23,22
m/jump_shot_the_kenny_sailors_story,Jump Shot: The Kenny Sailors Story,Kenny Sailors popularizes the jump shot in professional basketball and revolutionizes the sport for women.,,NR,Documentary,Jacob Hamilton,Jacob Hamilton,"Bobby Knight, Dirk Nowitzki, Kevin Durant, Stephen Curry",02/04/2020,02/06/2020,73,Aspiration Entertainment,Fresh,100,14,Upright,98,103,1,14,0
m/may_it_last_a_portrait_of_the_avett_brothers,May It Last: A Portrait of the Avett Brothers,"A portrait of the Avett Brothers, a North Carolina band, as they create their album ""True Sadness.""",,NR,Documentary,"Judd Apatow, Michael Bonfiglio",,"Scott Avett, Seth Avett, Joe Kwon, Susie Avett, Tania Elizabeth, Paul DeFiglia, Mike Marsh, Rick Rubin, Sarah Avett, Jim Avett, Susan Avett, Melanie Crawford, Jennifer Carpenter, Mike ""Crackerfarm"" Beyer, Mike Marsh, Dane Honeycutt, Jason Lader, Dolphus Ramseur",12/09/2017,05/01/2018,104,Apatow Productions,Fresh,89,9,Upright,98,302,3,8,1
m/ne_zha_2019,Ne Zha,"Destined by prophecy to bring destruction to the world, a powerful boy must choose between good and evil.",,NR,"Action & Adventure, Animation, Science Fiction & Fantasy",Yu Yang,Yu Yang,,29/08/2019,25/02/2020,110,Well Go USA Entertainment,Fresh,88,17,,98,426,4,15,2
m/never_be_done,Never Be Done: The Richard Glen Lett Story,,,NR,"Comedy, Documentary",Roy Tighe,,Richard Lett,,15/06/2020,80,Comedy Dynamics,Fresh,100,5,Upright,98,63,0,5,0
m/overcomer,Overcomer,"High school basketball coach John Harrison and his team face an uncertain future when their town's largest manufacturing plant shuts down unexpectedly. As hundreds of people move away, John reluctantly agrees to coach cross-country, a sport he doesn't even like. His outlook soon changes when he meets Hannah Scott, an unlikely runner who pushes herself to the limit. Inspired by the words and prayers of a new friend, John starts to train Hannah for the biggest race of her young life.",,PG,Drama,Alex Kendrick,"Alex Kendrick, Stephen Kendrick","Alex Kendrick, Priscilla C. Shirer, Shari Rigby, Cameron Arnett, Aryn Wright-Thompson, Ben Davies, Elizabeth Becka",23/08/2019,27/08/2019,115,Affirm Films,Rotten,53,17,,98,7217,5,9,8
m/rockaway,Rockaway,"A man recounts the summer of 1994, a time when he and his brother plotted revenge against their abusive father.",,NR,Drama,John J. Budion,John J. Budion,"Keidrich Sellati, Maxwell Apple, James DiGiacomo, Tanner Flood, Colin Critchley, Harrison Wittmeyer",11/01/2019,08/01/2019,90,Paladin,Fresh,64,11,Upright,98,194,2,7,4
m/shawshank_redemption,The Shawshank Redemption,"Andy Dufresne (Tim Robbins) is sentenced to two consecutive life terms in prison for the murders of his wife and her lover and is sentenced to a tough prison. However, only Andy knows he didn't commit the crimes. While there, he forms a friendship with Red (Morgan Freeman), experiences brutality of prison life, adapts, helps the warden, etc., all in 19 years.","The Shawshank Redemption is an uplifting, deeply satisfying prison drama with sensitive direction and fine performances.",R,Drama,Frank Darabont,Frank Darabont,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore, Mark Rolston, Jeffrey DeMunn, Larry Brandenburg, Neil Giuntoli, Brian Libby, Steve Eastin, David Proval, Joseph Ragno, Jude Ciccolella, Paul McCrane, Joe Ragno, Renee Blaine, Scott Mann, Gordon Greene, John Horton, Gordon C. Greene, Alfonso Freeman, V.J. Foster, John E. Summers, Joe Pecoraro, Mack Miles, Donald Zinn, Alan R. Kessler, Morgan Lund, Cornell Wallace, Gary Lee Davis, Neil Summers, Ned Bellamy, Joseph Pecoraro, Harold E. Cope Jr., Frank Medrano, Brian Delate, Donald E. Zinn, Dorothy Silver, Robert Haley, Dana Snyder, John D. Craig, Ken Magee, Eugene C. DePasquale, Bill Bolender, Ron Newell, John R. Woodward, Chuck Brauchler, Dion Anderson, Claire Slemmer, James Kisicki, Rohn Thomas, Charlie Kearns, Rob Reider, Brian Brophy, Paul Kennedy, Bill Sadler, Deborah Aquila, Jeffrey De Munn",10/09/1994,15/08/2008,142,Columbia Pictures,Certified-Fresh,91,75,Upright,98,886485,19,68,7
m/stop_making_sense,Stop Making Sense,"Director Jonathan Demme captures the frantic energy and artsy groove of Talking Heads in this concert movie shot at the Hollywood Pantages Theatre in 1983. The band's frontman, David Byrne, first appears on an empty stage, armed with only an acoustic guitar, and is gradually joined by bassist Tina Weymouth, drummer Chris Frantz, keyboardist Jerry Harrison and a cadre of backup singers as they perform the band's hits, culminating in an iconic performance featuring Byrne in an enormous suit.","Jonathan Demme's Stop Making Sense captures the energetic, unpredictable live act of peak Talking Heads with color and visual wit.",NR,"Documentary, Musical & Performing Arts",Jonathan Demme,,"Bernie Worrell, Alex Weir, Chris Frantz, Steve Scales, Tina Weymouth, David Byrne, Talking Heads, Chris Frantz, Jerry Harrison",18/10/1984,10/08/2016,88,Palm Pictures,Certified-Fresh,100,40,Upright,98,7266,7,40,0
m/tammys_always_dying,Tammy's Always Dying,A woman comes to a crossroad when her perpetually troubled mother becomes terminally ill.,"It occasionally struggles to deal effectively with its weighty themes, but Tammy's Always Dying is always anchored by Felicity Huffman's finely tuned performance.",NR,"Comedy, Drama",Amy Jo Johnson,Joanne Sarazen,"Felicity Huffman, Anastasia Phillips, Lauren Holly, Kristian Bruun, Aaron Ashmore, Tara Nicodemo, Ayesha Mansur Gonsalves, Jocelyne Zucco, Shelby Bain",,30/04/2020,85,Quiver Distribution,Fresh,75,32,Upright,98,40,5,24,8
m/the_english_surgeon,The English Surgeon,A brain surgeon embarks on an errand of mercy in the Ukraine.,,PG,"Art House & International, Documentary, Special Interest, Sports & Fitness",Geoffrey Smith,,"Henry Marsh, Igor Kurilets, Marian Dolishny",31/07/2009,13/03/2017,94,Roco Films,Fresh,89,19,Upright,98,3602,12,17,2
m/1000013-12_angry_men,12 Angry Men (Twelve Angry Men),"Following the closing arguments in a murder trial, the 12 members of the jury must deliberate, with a guilty verdict meaning death for the accused, an inner-city teen. As the dozen men try to reach a unanimous decision while sequestered in a room, one juror (Henry Fonda) casts considerable doubt on elements of the case. Personal issues soon rise to the surface, and conflict threatens to derail the delicate process that will decide one boy's fate.","Sidney Lumet's feature debut is a superbly written, dramatically effective courtroom thriller that rightfully stands as a modern classic.",NR,"Classics, Drama",Sidney Lumet,Reginald Rose,"Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall, Jack Klugman, Edward Binns, Jack Warden, Henry Fonda, Joseph Sweeney, Ed Begley Sr., George Voskovec, Robert Webber, Rudy Bond, James A. Kelly, Billy Nelson, John Savoca",13/04/1957,13/01/2017,95,Criterion Collection,Certified-Fresh,100,54,Upright,97,105386,6,54,0
m/1032176-goodfellas,GoodFellas,"A young man grows up in the mob and works very hard to advance himself through the ranks. He enjoys his life of money and luxury, but is oblivious to the horror that he causes. A drug addiction and a few mistakes ultimately unravel his climb to the top. Based on the book ""Wiseguy"" by Nicholas Pileggi.","Hard-hitting and stylish, GoodFellas is a gangster classic -- and arguably the high point of Martin Scorsese's career.",R,Drama,Martin Scorsese,"Nicholas Pileggi, Martin Scorsese","Ray Liotta, Robert De Niro, Joe Pesci, Lorraine Bracco, Paul Sorvino, Frank Sivero, Tony Darrow, Mike Starr, Frank Vincent, Charles Scorsese, Chuck Low, Frank DiLeo, Gina Mastrogiacomo, Debi Mazar, Margo Winkler, Welker White, Jerry Vale, Catherine Scorsese, Julie Garfield, Henny Youngman, Christopher Serrone, Suzanne Shepherd, Sheila Howard, Spencer Bradley, Elaine Kagan, Beau Starr, Kevin Corrigan, Michael Imperioli, Robbie Vinton, Johnny Williams, Daniel P. Conte, Michael Citriniti, Tony Conforti, Frank Pellegrino, Victor Colicchio, Ronald Maccone, Tony Sirico, Joseph D'Onofrio, Frank Adonis, Joseph Bono, Katherine Wallach, Mark Evan Jacobs, John Manca, Angela Pietropinto, John Di Benedetto, Marianne Leone, Richard ""Bo"" Dietl, Marie Michaels, Richard Dioguardi, Lo Nardo, Lou Eppolito, Melissa Prophet, Illeana Douglas, Susan Varon, Paula Gallo, Vincent Gallo, Elizabeth Whitcraft, Clem Caserta, Samuel L. Jackson, Fran McGee, Paul Herman, Edward McDonald, Dallas Edward Hayes, Joel Calendrillo, Anthony E. Valentin, Peter Hock, Erasmus C. Alfano, Mark Jacobs, Manny Alfaro, Thomas Lowry, Nadine Kay, Margaret Smith, Richard Mullally, Frank Albanese, Paul McIssac, Tony Lip, Bob Golub, Louis Eppolito, Gaetano LoGiudice, Mikey Black, Peter Cicale, Anthony Powers, Vincent Pastore, Paul Mougey, Gina Mattia, Norman Barbera, Anthony Polemeni, Irving Welzer, Jesse Kirtzman, Bob Altman, Joanna Bennett, Gayle Lewis, Gaetano Lisi, Luke Walter, Ed Deacy, Larry Silvestri, Johnny ""Cha-Cha"" Ciarcia, Vito Picone, Janis Corsair, Frank Aquilino, Lisa DaPolito, Michael Calandrino, Vito Antuofermo, Nicole Burdette, Stella Kietel, Dominque DeVito, Michaelangelo Graziano, Tony Ellis, Peter Onorati, Stella Keitel, Jamie DeRoy, Joel Blake, H. Clay Dear, Daniela Barbosa, Thomas Hewson, Gene Canfield, Margaux Guerard, Violet Gaynor, Tobin Bell, Berlinda Tolbert, Nancy Ellen Cassaro, Adam Wandt, Joseph P. Gioco, Isiah Whitlock Jr., Alyson Jones, Ruby Gaynor, Bo Dietl, Vito Balsamo, James Quattrochi, Peter Fain, Russell Halley, Anthony Alessandro, Thomas E. Camuti, Garry Blackwood, Philip Suriano, Andrew Scudiero, Steve Forleo, Mike Contessa",19/09/1990,15/08/2008,146,Warner Bros.,Certified-Fresh,96,100,Upright,97,429632,28,96,4
m/5b,5B,"At the heart of the HIV/AIDs crisis and widespread hysteria, a single number and letter designated a ward on the fifth floor of San Francisco General Hospital, the first in the country designed specifically to deal with AIDS patients. The unit's nurses' emphasis on humanity and consideration of holistic well-being was a small miracle amid a devastating crisis and the ensuing panic about risk and infection.",,PG-13,Documentary,"Dan Krauss, Paul Haggis",,,14/06/2019,27/08/2019,95,RYOT Films,Fresh,100,19,,97,36,7,19,0
m/be_natural_the_untold_story_of_alice_guy_blache,Be Natural: The Untold Story of Alice Guy-Blaché,The life and work of the first female film director.,"Be Natural: The Untold Story of Alice Guy-Blaché aims an overdue spotlight on a cinematic innovator's career, with the added benefit of absorbing historical context.",NR,Documentary,Pamela B. Green,Joan Simon,Jodie Foster,19/04/2019,23/07/2019,103,Zeitgeist Films,Certified-Fresh,95,86,Upright,97,176,19,82,4
m/better_days_2019,Better Days,A bullied high school student and a small-time criminal become the prime suspects in the murder of a teenage girl.,,NR,Drama,Kwok Cheung Tsang,Li Cheng Yuan,"Dongyu Zhou, Fang Ying, Jackson Yee",08/11/2019,05/05/2020,135,Well Go USA Entertainment,Fresh,100,15,,97,131,3,15,0
m/brian_banks,Brian Banks,"The inspirational true story of Brian Banks, an all-American high school football star who finds his life upended when he's wrongly convicted of a crime he didn't commit. Despite the lack of evidence, Banks gets railroaded through a broken justice system and sentenced to a decade of prison and probation. Years later, with the support of Justin Brooks and the California Innocence Project, Banks fights to reclaim his life and fulfill his dreams of playing in the NFL.","While it remains a reasonably inspiring drama, Brian Banks might have presented a more complex or fully realized version of the real-life story it dramatizes.",PG-13,Drama,Tom Shadyac,Doug Atchison,"Aldis Hodge, Greg Kinnear, Sherri Shepherd, Melanie Liburd, Dorian Missick, Tiffany Dupont, Matt Battaglia",09/08/2019,27/08/2019,99,Bleecker Street,Fresh,62,71,,97,1831,17,44,27
m/burden_2020,Burden,A former member of the Ku Klux Klan learns tolerance through love and faith when he's taken in by an African American reverend.,"Burden grapples clumsily with its undeniably worthy themes, but its honorable intentions -- and strong performances -- make it easy to forgive those flaws.",R,Drama,Andrew Heckler,Andrew Heckler,"Garrett Hedlund, Forest Whitaker, Tom Wilkinson, Andrea Riseborough, Tess Harper, Crystal Fox, Usher Raymond",28/02/2020,06/06/2020,129,101 Studios,Rotten,51,68,,97,29,15,35,33
m/cinema_paradiso,Cinema Paradiso (Nuovo Cinema Paradiso),"Young Salvatore Di Vita (Salvatore Cascio) discovers the perfect escape from life in his war-torn Sicilian village: the Cinema Paradiso movie house, where projectionist Alfredo (Philippe Noiret) instills in the boy a deep love of films. When Salvatore grows up, falls in love with a beautiful local girl (Agnese Nano) and takes over as the Paradiso's projectionist, Alfredo must convince Salvatore to leave his small town and pursue his passion for filmmaking.","Cinema Paradiso is a life-affirming ode to the power of youth, nostalgia, and the the movies themselves.",R,"Art House & International, Comedy, Drama, Romance",Giuseppe Tornatore,Giuseppe Tornatore,"Salvatore Cascio, Philippe Noiret, Marco Leonardi, Jacques Perrin, Agnese Nano, Brigitte Fossey, Pupella Maggio, Antonella Attili, Enzo Cannavale, Isa Danieli, Nino Terzo, Roberta Lena, Leopoldo Trieste, Nicola Di Pinto, Leo Gullotta, Giorgio Libassi, Beatrice Palme, Ignazio Pappalardo",17/10/1988,01/10/2016,123,Miramax Films,Certified-Fresh,90,78,Upright,97,65553,22,70,8
m/city_of_god,Cidade de Deus (City of God),"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket (Seu Jorge) is a budding photographer who documents the increasing drug-related violence of his neighborhood. José ""Zé"" Pequeno (Leandro Firmino da Hora) is an ambitious drug dealer who uses Rocket and his photos as a way to increase his fame as a turf war erupts with his rival, ""Knockout Ned"" (Matheus Nachtergaele). The film was shot on location in Rio's poorest neighborhoods.",City of God offers a shocking and disturbing -- but always compelling -- look at life in the slums of Rio de Janiero.,R,"Action & Adventure, Art House & International, Drama","Fernando Meirelles, Kátia Lund",Bráulio Mantovani,"Alexandre Rodrigues, Leandro Firmino da Hora, Matheus Nachtergaele, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Seu Jorge, Alice Braga, Emerson Gomes, Edson Oliveirra, Michel de Souza Gomes, Roberta Rodrigues, Darlan Cunha, Luís Otávio Fernandes, Mauricio Marques, Robson Rocha, Thiago Martins, Leandra Miranda, Graziella Moretto, Jefechander Suplino, Renato de Souza, Dero Camilo, Karina Falcao, Rubens Sabino, Sabrina Rosa, Marcos Junqueira (Kikito), Felipe Silva, Daniel Zettel, Charles Paraventi, Luis Carlos Ribeiro Seixas, Paulo Cesar",17/01/2003,17/12/2015,131,Miramax Films,Certified-Fresh,91,162,Upright,97,252177,39,147,15
m/empire_strikes_back,Star Wars: Episode V - The Empire Strikes Back,"The adventure continues in this ""Star Wars"" sequel. Luke Skywalker (Mark Hamill), Han Solo (Harrison Ford), Princess Leia (Carrie Fisher) and Chewbacca (Peter Mayhew) face attack by the Imperial forces and its AT-AT walkers on the ice planet Hoth. While Han and Leia escape in the Millennium Falcon, Luke travels to Dagobah in search of Yoda. Only with the Jedi master's help will Luke survive when the dark side of the Force beckons him into the ultimate duel with Darth Vader (David Prowse).","Dark, sinister, but ultimately even more involving than A New Hope, The Empire Strikes Back defies viewer expectations and takes the series to heightened emotional levels.",PG,"Action & Adventure, Drama, Science Fiction & Fantasy",Irvin Kershner,"Leigh Brackett, Lawrence Kasdan","Mark Hamill, Harrison Ford, Carrie Fisher, Alec Guinness, David Prowse, Anthony Daniels, Billy Dee Williams, Peter Mayhew, Kenny Baker, James Earl Jones, Jeremy Bulloch, John Hollis, Jack Purvis, Des Webb, Kathryn Mullen, Clive Revill, Kenneth Colley, Julian Glover, Michael Sheard, Michael Culver, John Dicks, Milton Johns, Mark Jones, Oliver Maguire, Bruce Boa, Christopher Malcolm, Denis Lawson, Richard Oldfield, John Morton, Ian Liston, John Ratzenberger, Jack McKenzie, Jerry Harte, Norman Chancer, Norwich Duff, Ray Hassett, Brigitte Kahn, Burnell Tucker, Irene Lamb, Frank Oz, Ralph McQuarrie",20/06/1980,10/04/2015,124,Twentieth Century Fox,Certified-Fresh,94,103,Upright,97,1058000,29,97,6
m/godfather_part_ii,"The Godfather, Part II","The compelling sequel to ""The Godfather,"" contrasting the life of Corleone father and son. Traces the problems of Michael Corleone (Al Pacino) in 1958 and that of a young immigrant Vito Corleone (Robert De Niro) in 1917's Hell's Kitchen. Michael survives many misfortunes and Vito is introduced to a life of crime.","Drawing on strong performances by Al Pacino and Robert De Niro, Francis Ford Coppola's continuation of Mario Puzo's Mafia saga set new standards for sequels that have yet to be matched or broken.",R,"Drama, Mystery & Suspense",Francis Ford Coppola,"Mario Puzo, Francis Ford Coppola","Al Pacino, Robert De Niro, Robert Duvall, Diane Keaton, Talia Shire, John Cazale, Lee Strasberg, G.D. Spradlin, Michael V. Gazzo, Richard Bright, Gastone Moschin, Frank Sivero, Joe Spinell, Herkulis E. Strolia, Tom Rosqui, Morgana King, Marianna Hill, Troy Donahue, Abe Vigoda, Fay Spain, Maria Carta, Oreste Baldini, Joseph Della Sorte, Bruno Kirby, Francesca De Sapio, Ignazio Pappalardo, James Caan, Leopoldo Trieste, Dominic Chianese, Phil Feldman, Amerigo Tot, John Aprea, Roger Corman, Gianni Russo, Guiseppe Sillato, Roman Coppola, Mario Cotone, James Gounaris, Sofia Coppola, Ezio Flagello, Michael Vincente Gazzo, Peter Donat, Tere Livrano, Carmine Caridi, Danny Aiello, Carmine Foresta, Nick Discenza, Livio Giorgi, Joseph Medeglia, Saveria Mazzola, Johnny Naranjo, William Bowers, Joe Della Sorte, Carmen Argenziano, Joe Lo Grippo, Harry Dean Stanton, Kathleen Beller, Tito Alba, Elda Maida, Ignazio Pappalardi, Andrea Maugeri, Peter La Corte, Vincent Coppola, Tom Dahlgren, Giuseppe Sillato, Paul B. Brown, Yvonne Coll, J.D. Nichols, Edward Van Sickle, Gabria Belloni, Richard Watson, Venancia Grangerard, Erica Yohn, Theresa Tirelli, Carmine Coppola",20/12/1974,01/08/2013,200,Paramount Pictures,Certified-Fresh,98,83,Upright,97,411461,17,81,2
